molecule_chembl_id,canonical_smiles,standard_type,standard_value,pchembl_value,assay_chembl_id,assay_description,target_chembl_id,target_pref_name,target_organism,standard_units_norm,IC50_nM,pIC50
CHEMBL4471535,CC(C)[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4539603,CC(C)[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,1200.0,5.92,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1200.0,5.920818753952375
CHEMBL4443113,CC(C)[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4567540,CC(C)[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4544245,CC(C)[C@H](NC(=O)CCCCCCCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)CC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4446985,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,30300.0,4.52,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,30300.0,4.518557371497695
CHEMBL4578954,CCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4556680,CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4541946,CCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4541339,CCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC=C4[C@@H]5CC(C)(C)CC[C@]5(C(=O)NCCCCCC(=O)N[C@H](C(=O)O)C(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4437082,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,50000.0,,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,50000.0,4.301029995663981
CHEMBL4456124,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)c5ccccc5C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,590.0,6.23,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,590.0,6.229147988357855
CHEMBL4544704,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,9600.0,5.02,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,9600.0,5.017728766960431
CHEMBL4455173,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CCCC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,17900.0,4.75,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,17900.0,4.747146969020107
CHEMBL4556934,CC(C)[C@H](NC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)CC(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,IC50,23200.0,4.63,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,23200.0,4.634512015109101
CHEMBL301728,CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O)C(C)C)C(C)C,IC50,240.0,6.62,CHEMBL4337972,Inhibition of HIV1 protease expressed in Escherichia coli using Abz-Ala-Arg-Val-Nle-Tyr(NO2)-Glu-Ala-Nle-NH2 peptide as substrate by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,240.0,6.619788758288394
CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,IC50,4.01,8.4,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,4.01,8.396855627379818
CHEMBL4547058,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)nc(N)nc21)S(=O)(=O)c1ccc(N)cc1,IC50,4730.0,5.33,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,4730.0,5.325138859262188
CHEMBL4514317,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)nc(N)nc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,790.0,6.1,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,790.0,6.102372908709558
CHEMBL4545918,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(O)nc(N)nc32)cc1,IC50,80.0,7.1,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,80.0,7.096910013008056
CHEMBL4462215,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)ncnc21)S(=O)(=O)c1ccc(N)cc1,IC50,1810.0,5.74,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1810.0,5.7423214251308154
CHEMBL4470935,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(O)ncnc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,2430.0,5.61,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2430.0,5.614393726401688
CHEMBL4574760,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(O)ncnc32)cc1,IC50,68.0,7.17,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,68.0,7.167491087293763
CHEMBL4588514,COc1nc(N)nc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,IC50,190.0,6.72,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,190.0,6.721246399047171
CHEMBL4466151,COc1nc(N)nc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,1730.0,5.76,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1730.0,5.761953896871205
CHEMBL4538819,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(OC)nc(N)nc32)cc1,IC50,460.0,6.34,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,460.0,6.337242168318426
CHEMBL4536902,COc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,IC50,1510.0,5.82,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1510.0,5.821023052706831
CHEMBL4452058,COc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,2600.0,5.58,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2600.0,5.585026652029182
CHEMBL4527349,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(OC)ncnc32)cc1,IC50,180.0,6.75,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,180.0,6.7447274948966935
CHEMBL4449917,Cc1nc2cncnc2n1CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,IC50,640.0,6.19,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,640.0,6.1938200260161125
CHEMBL4475047,Cc1nc2cncnc2n1CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,570.0,6.24,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,570.0,6.2441251443275085
CHEMBL4522803,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2c(C)nc3cncnc32)cc1,IC50,150.0,6.82,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,150.0,6.823908740944319
CHEMBL4467834,Cc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1,IC50,3760.0,5.42,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3760.0,5.424812155072339
CHEMBL4554549,Cc1ncnc2c1ncn2CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,2530.0,5.6,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2530.0,5.596879478824182
CHEMBL4550588,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(C)ncnc32)cc1,IC50,42.0,7.38,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,42.0,7.376750709602099
CHEMBL4468480,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cnc(N)nc21)S(=O)(=O)c1ccc(N)cc1,IC50,6790.0,5.17,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,6790.0,5.168130225719498
CHEMBL4444298,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cnc(N)nc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,3680.0,5.43,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3680.0,5.434152181326482
CHEMBL4587376,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3cnc(N)nc32)cc1,IC50,360.0,6.44,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,360.0,6.443697499232712
CHEMBL4591870,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(N)ncnc21)S(=O)(=O)c1ccc(N)cc1,IC50,1240.0,5.91,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1240.0,5.906578314837764
CHEMBL4441853,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(N)ncnc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,3580.0,5.45,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,3580.0,5.446116973356125
CHEMBL4458805,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(N)ncnc32)cc1,IC50,1980.0,5.7,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,1980.0,5.703334809738469
CHEMBL4448205,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cncnc21)S(=O)(=O)c1ccc(N)cc1,IC50,570.0,6.24,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,570.0,6.2441251443275085
CHEMBL4587353,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2cncnc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,2580.0,5.59,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,2580.0,5.58838029403677
CHEMBL4525077,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3cncnc32)cc1,IC50,240.0,6.62,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,240.0,6.619788758288394
CHEMBL4447947,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(Cl)nc(N)nc21)S(=O)(=O)c1ccc(N)cc1,IC50,11700.0,4.93,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,11700.0,4.931814138253839
CHEMBL4462635,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(Cl)nc(N)nc21)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,IC50,960.0,6.02,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,960.0,6.017728766960431
CHEMBL4593844,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)Cn2cnc3c(Cl)nc(N)nc32)cc1,IC50,570.0,6.24,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,570.0,6.2441251443275085
CHEMBL4459466,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cnc2c(Cl)ncnc21)S(=O)(=O)c1ccc(N)cc1,IC50,7020.0,5.15,CHEMBL4341809,Inhibition of wild type HIV1 protease expressed in Escherichia coli using Arg-Glu (EDANS)-Ser-Gln-Asn-Tyr-Pro-Ile-Val-Gln-Lys(DABCYL)-Arg as substrate preincubated for 20 to 30 mins followed by substrate addition and measured for 10 mins by FRET assay,CHEMBL2366517,Protease,Human immunodeficiency virus 1,nM,7020.0,5.153662887870195
